property_id,property_name_en,property_name_zh,typology_code,typology_label,label_status,baseline_final_status,current_status,final_label_status_after_critical_review,confidence_band,confidence_score,criteria_used,criteria_evidence_summary,brief_synthesis_evidence_summary,phase1d_metadata_evidence,ftg_theme_evidence,ftg_chrono_evidence,typology_specific_rationale,why_core_or_probable_or_candidate,false_positive_check,contradictory_evidence_summary,human_anchor_used,negative_anchor_rule_used,boundary_case_rule_used,critical_review_result,critical_review_reason,review_queue_reason,non_main_signal_type,research_note,phase2b_5_user_decision_verbatim,phase2b_5_user_note,phase2b_6_previous_status,phase2b_6_rule_version,phase2b_6_change_source,phase2b_7_previous_status,phase2b_7_rule_version,phase2b_7_change_source,phase2b_7_user_decision_verbatim,phase2b_7_user_note,phase2b_8b_previous_status,phase2b_8b_rule_version,phase2b_8b_change_source,phase2b_8b_user_decision_verbatim,phase2b_8b_user_note,t13_fit_class,t13_main_fit_sensitivity,iteration_last_changed,rule_version,codebook_version,phase2b_2_rule_version,phase2b_4_previous_status,phase2b_4_rule_version,phase2b_5_previous_status,phase2b_5_rule_version,phase2b_5_change_source
583,Fortress of Suomenlinna,苏奥曼斯纳城堡,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,probable_label,probable_label,candidate_label,candidate_label,medium,0.72,iv,criteria iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(iv),"brief-synthesis text cues: architecture, built | criteria signal: iv",Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,"label-specific OUV proxy terms found: architecture, built | criteria-aware gate supported by criteria iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
585,Historic Centre of Morelia,莫雷利亚城历史中心,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,core_label,core_label,candidate_label,candidate_label,high,0.9,ii; iv,"criteria ii, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(ii)(iv)(vi)","brief-synthesis text cues: architectural, building, buildings, built | criteria signal: ii, iv",Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,"label-specific OUV proxy terms found: architectural, building, buildings, built | criteria-aware gate supported by criteria ii, iv",central OUV-relevant typology evidence with criteria or human calibration support,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
586,Rohtas Fort,罗赫达斯要塞,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,core_label,core_label,candidate_label,candidate_label,high,0.85,ii; iv,"criteria ii, iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(ii)(iv)","brief-synthesis text cues: architecture, monument, built | criteria signal: ii, iv",Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,"label-specific OUV proxy terms found: architecture, monument, built | criteria-aware gate supported by criteria ii, iv",central OUV-relevant typology evidence with criteria or human calibration support,passed,none_identified,none,none,none,phase2b_2_adjusted,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,candidate_label,T04 downgraded: historic urban property better represented as T05 unless architectural ensemble value is independently dominant.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,1,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
592,Borobudur Temple Compounds,婆罗浮屠寺庙群,T09_MILITARY,Military properties,candidate_label,candidate_label,candidate_label,candidate_label,low,0.45,,no relevant criteria signal identified for T09_MILITARY; criteria_txt=(i)(ii)(vi),brief-synthesis text cues: wall,Article1=Monument,theme cues: wall,none_identified,label-specific OUV proxy terms found: wall,"secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,high-risk typology,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
595,Pythagoreion and Heraion of Samos,萨莫斯岛的毕达哥利翁及赫拉神殿,T09_MILITARY,Military properties,candidate_label,candidate_label,candidate_label,candidate_label,low,0.39,,no relevant criteria signal identified for T09_MILITARY; criteria_txt=(ii)(iii),brief-synthesis text cues: fortified,Article1=Site,none_identified,none_identified,label-specific OUV proxy terms found: fortified,"secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,high-risk typology,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
595,Pythagoreion and Heraion of Samos,萨莫斯岛的毕达哥利翁及赫拉神殿,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.65,ii; iii,"criteria ii, iii intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(ii)(iii)","brief-synthesis text cues: civilization | criteria signal: ii, iii",Article1=Site,"theme cues: memorial, commemorative",none_identified,"label-specific OUV proxy terms found: civilization | criteria-aware gate supported by criteria ii, iii",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,strong_cultural_symbolic_hint,high,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
596,Villages with Fortified Churches in Transylvania,特兰西瓦尼亚村落及其设防的教堂,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,probable_label,candidate_label,candidate_label,candidate_label,medium,0.73,iv,criteria iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(iv),"brief-synthesis text cues: village, villages, settlement | criteria signal: iv",Article1=Site,theme cues: settlement,none_identified,"label-specific OUV proxy terms found: village, villages, settlement | criteria-aware gate supported by criteria iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,downgraded_to_candidate,property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,main label downgraded by property-level cap; high-risk typology; property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
596,Villages with Fortified Churches in Transylvania,特兰西瓦尼亚村落及其设防的教堂,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.67,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(iv),brief-synthesis text cues: fortified | criteria signal: iv,Article1=Site,"theme cues: military, fortified, castle",none_identified,label-specific OUV proxy terms found: fortified | criteria-aware gate supported by criteria iv,strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,downgraded_to_candidate,property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,main label downgraded by property-level cap; high-risk typology; property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
596,Villages with Fortified Churches in Transylvania,特兰西瓦尼亚村落及其设防的教堂,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,candidate_label,candidate_label,candidate_label,candidate_label,low,0.36,iv,criteria iv intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(iv),criteria signal: iv,Article1=Site,"theme cues: memorial, commemorative, cult",none_identified,criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,high-risk typology,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,religious_or_sacred_association_only,high,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
603,Samarkand – Crossroad of Cultures,处在文化十字路口的撒马尔罕城,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,probable_label,candidate_label,candidate_label,candidate_label,medium,0.73,ii; iv,"criteria ii, iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(i)(ii)(iv)","brief-synthesis text cues: historic town | criteria signal: ii, iv",Article1=Group of Buildings,"theme cues: settlement, urban",none_identified,"label-specific OUV proxy terms found: historic town | criteria-aware gate supported by criteria ii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,"T05 requires settlement-scale property character, not location inside a city","T05 requires settlement-scale property character, not location inside a city; high-risk typology; T05 requires settlement-scale property character, not location inside a city",candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
604,Historic Monuments of Novgorod and Surroundings,诺夫哥罗德及其周围的历史古迹,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,candidate_label,candidate_label,candidate_label,candidate_label,low,0.36,ii; iv; vi,"criteria ii, iv, vi intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(ii)(iv)(vi)","criteria signal: ii, iv, vi",Article1=Monument; serial_candidate=true,"theme cues: memorial, commemorative, associations, cult",none_identified,"criteria-aware gate supported by criteria ii, iv, vi","secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,high-risk typology,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,reject,high,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
606,Serra da Capivara National Park,卡皮瓦拉山国家公园,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,probable_label,probable_label,candidate_label,candidate_label,medium,0.57,iii,criteria iii intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(iii),brief-synthesis text cues: national | criteria signal: iii,Article1=Site,none_identified,none_identified,label-specific OUV proxy terms found: national | criteria-aware gate supported by criteria iii,strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,high-risk typology; T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T13_SYMBOLIC_MEMORIAL downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,political_idea_or_identity_site,medium,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
614,City of Safranbolu,萨夫兰博卢城,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,probable_label,candidate_label,candidate_label,candidate_label,medium,0.7,ii; iv; v,"criteria ii, iv, v intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(ii)(iv)(v)","brief-synthesis text cues: city, urban | criteria signal: ii, iv, v",Article1=Groups of Buildings; serial_candidate=true,"theme cues: settlement, urban",none_identified,"label-specific OUV proxy terms found: city, urban | criteria-aware gate supported by criteria ii, iv, v",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,downgraded_to_candidate,property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,main label downgraded by property-level cap; high-risk typology; property-level Phase 2B under-assignment cap: plausible but less central than stronger labels,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
614,City of Safranbolu,萨夫兰博卢城,T08_AGRI_INDUSTRIAL_TECH,"Agricultural, industrial and technological properties",probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,iv; v,"criteria iv, v intersects with rule signals for T08_AGRI_INDUSTRIAL_TECH; criteria_txt=(ii)(iv)(v)","brief-synthesis text cues: railway | criteria signal: iv, v",Article1=Groups of Buildings; serial_candidate=true,none_identified,none_identified,"label-specific OUV proxy terms found: railway | criteria-aware gate supported by criteria iv, v",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.,"main label downgraded by property-level cap; high-risk typology; property-level Phase 2B under-assignment cap: plausible but less central than stronger labels; T08 promoted: agricultural, industrial, technological, resource-use, water-management, mining, production, or transport-engineering systems are central.; Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.",candidate_label,Downgraded to reduce over-complex main typology profile; evidence remains as candidate signal.; Phase 2B.7 user-reviewed shortlist decision applied: user explicitly kept current shortlist typology as candidate.,,,candidate_label,,,candidate_label,phase2b_7_user_review_and_obvious_miss_audit_v1.0,user_reviewed_shortlist,保留为candidate,,candidate_label,,,,,,,5,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
617,Historic Centre of Český Krumlov,克鲁姆洛夫历史中心,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.63,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(iv),brief-synthesis text cues: castle | criteria signal: iv,Article1=Group of Buildings,theme cues: castle,none_identified,label-specific OUV proxy terms found: castle | criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
618,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,历史名城班斯卡－什佳夫尼察及其工程建筑区,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.57,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(iv)(v),brief-synthesis text cues: castle | criteria signal: iv,Article1=Site; serial_candidate=false,none_identified,none_identified,label-specific OUV proxy terms found: castle | criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
618,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,历史名城班斯卡－什佳夫尼察及其工程建筑区,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,"Cultural landscapes, parks and gardens",probable_label,candidate_label,candidate_label,candidate_label,medium,0.65,iv; v,"criteria iv, v intersects with rule signals for T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; criteria_txt=(iv)(v)","brief-synthesis text cues: landscape | criteria signal: iv, v",Article1=Site; cultural_landscape_flag=false; serial_candidate=false,"theme cues: cultural landscape, landscape",none_identified,"label-specific OUV proxy terms found: landscape | criteria-aware gate supported by criteria iv, v","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T10 requires formal landscape/garden/park or central landscape value,T10 requires formal landscape/garden/park or central landscape value; T10 requires formal landscape/garden/park or central landscape value,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
621,Historic Centre of Telč,泰尔奇历史中心,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.68,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(i)(iv),"brief-synthesis text cues: wall, castle | criteria signal: iv",Article1=Group of Buildings,theme cues: castle,none_identified,"label-specific OUV proxy terms found: wall, castle | criteria-aware gate supported by criteria iv","secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
625,Mir Castle Complex,米尔城堡群,T09_MILITARY,Military properties,probable_label,candidate_label,candidate_label,candidate_label,medium,0.67,iv,criteria iv intersects with rule signals for T09_MILITARY; criteria_txt=(ii)(iv),brief-synthesis text cues: castle | criteria signal: iv,Article1=Site,"theme cues: military, fortified, castle",none_identified,label-specific OUV proxy terms found: castle | criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",passed,none_identified,none,none,none,downgraded_to_candidate,T09 wall/conflict wording appears incidental or background,T09 wall/conflict wording appears incidental or background; high-risk typology; T09 wall/conflict wording appears incidental or background,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
631,"El Tajin, Pre-Hispanic City",埃尔塔津古城,T07_RELIGIOUS,Religious properties,candidate_label,candidate_label,candidate_label,candidate_label,low,0.36,iii; iv,"criteria iii, iv intersects with rule signals for T07_RELIGIOUS; criteria_txt=(iii)(iv)","criteria signal: iii, iv",Article1=Group of Buildings,"theme cues: religious, church, temple, mosque, synagogue",none_identified,"criteria-aware gate supported by criteria iii, iv","secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels,,candidate_label,,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
631,"El Tajin, Pre-Hispanic City",埃尔塔津古城,T13_SYMBOLIC_MEMORIAL,Symbolic properties and memorials,core_label,core_label,associative_hint,associative_hint,high,0.78,iii; iv,"criteria iii, iv intersects with rule signals for T13_SYMBOLIC_MEMORIAL; criteria_txt=(iii)(iv)","brief-synthesis text cues: symbol, symbolic | criteria signal: iii, iv",Article1=Group of Buildings,"theme cues: memorial, commemorative",none_identified,"label-specific OUV proxy terms found: symbol, symbolic | criteria-aware gate supported by criteria iii, iv",central OUV-relevant typology evidence with criteria or human calibration support,passed,none_identified,none,none,none,phase2b_5_adjusted,"criteria-aware or OUV-aware typology-specific evidence supports this label; Phase 2B.5 T13 two-tier finalization: strong cultural-symbolic association retained as associative hint, not stable FTG main.","high-risk typology; Phase 2B.5 T13 two-tier finalization: strong cultural-symbolic association retained as associative hint, not stable FTG main.",associative_hint,"Phase 2B.5 T13 two-tier finalization: strong cultural-symbolic association retained as associative hint, not stable FTG main.",,,associative_hint,,,associative_hint,,,,,associative_hint,,,,,strong_associative_hint_or_candidate,high,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,core_label,,core_label,phase2b_5_final_micro_patch_v1.0,T13_two_tier_associative_hint
648,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,塔瓦兰格的耶稣和巴拉那的桑蒂西莫－特立尼达耶稣会传教区,T04_HISTORIC_BUILDINGS_ENSEMBLES,Historic buildings and ensembles,candidate_label,candidate_label,candidate_label,candidate_label,low,0.36,iv,criteria iv intersects with rule signals for T04_HISTORIC_BUILDINGS_ENSEMBLES; criteria_txt=(iv),criteria signal: iv,Article1=Site,"theme cues: architecture, building, buildings, monument, monuments",none_identified,criteria-aware gate supported by criteria iv,"secondary, generic, or boundary evidence preserved outside main diagnostics",candidate_only_not_counted,"evidence is secondary, generic, or not central enough for main diagnostics",none,none,none,not_applicable,critical pass applies only to core/probable labels; Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,,candidate_label,,,,candidate_label,phase2b_6_final_manual_integration_v1.0,user_no_main_label_review,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
648,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,塔瓦兰格的耶稣和巴拉那的桑蒂西莫－特立尼达耶稣会传教区,T05_SETTLEMENTS,Urban and rural settlements / historic towns and villages,rejected_label,rejected_label,candidate_label,candidate_label,low,0.18,iv,criteria iv intersects with rule signals for T05_SETTLEMENTS; criteria_txt=(iv),criteria signal: iv,Article1=Site,none_identified,none_identified,criteria-aware gate supported by criteria iv,insufficient or contradicted typology-specific evidence,passed,none_identified,none,none,none,phase2b_6_adjusted,critical pass applies only to core/probable labels; Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,candidate_label,Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,,,rejected_label,phase2b_6_final_manual_integration_v1.0,user_no_main_label_review,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,rejected_label,,rejected_label,,
648,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,塔瓦兰格的耶稣和巴拉那的桑蒂西莫－特立尼达耶稣会传教区,T07_RELIGIOUS,Religious properties,rejected_label,rejected_label,candidate_label,candidate_label,low,0.28,iv,criteria iv intersects with rule signals for T07_RELIGIOUS; criteria_txt=(iv),criteria signal: iv,Article1=Site,"theme cues: religious, church, temple, mosque, synagogue",none_identified,criteria-aware gate supported by criteria iv,insufficient or contradicted typology-specific evidence,passed,none_identified,none,none,none,phase2b_6_adjusted,critical pass applies only to core/probable labels; Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,candidate_label,Phase 2B.6 user no-main-label review integrated candidate typology from edited property summary.,,,rejected_label,phase2b_6_final_manual_integration_v1.0,user_no_main_label_review,candidate_label,,,,,candidate_label,,,,,,,,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,rejected_label,,rejected_label,,
659,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,博恩河河曲考古遗址群,T07_RELIGIOUS,Religious properties,probable_label,probable_label,candidate_label,candidate_label,medium,0.57,iii; iv,"criteria iii, iv intersects with rule signals for T07_RELIGIOUS; criteria_txt=(i)(iii)(iv)","brief-synthesis text cues: religious | criteria signal: iii, iv",Article1=Site,none_identified,none_identified,"label-specific OUV proxy terms found: religious | criteria-aware gate supported by criteria iii, iv",strong but not definitive OUV-relevant typology evidence,passed,none_identified,none,none,none,phase2b_2_adjusted,T07_RELIGIOUS downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,T07_RELIGIOUS downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,candidate_label,T07_RELIGIOUS downgraded by stricter evidence threshold after over-assignment diagnostic; association preserved as candidate.,,,candidate_label,,,candidate_label,,,,,candidate_label,,,,,,,4,phase2b_controlled_full_reconstruction_v1.0_using_phase2a_v4_3,phase2a_ftg_typology_codebook_v0.1,phase2b_2_iterative_convergence_v1.1,candidate_label,,candidate_label,,
