property_id,whc_official_url,property_name_en,property_name_zh,inscription_year,region_en,states_name_en,whc_category,core_typology_codes,probable_typology_codes,candidate_typology_codes,main_typology_count,candidate_typology_count,needs_review_count,review_priority,notes
606,https://whc.unesco.org/en/list/606,Serra da Capivara National Park,卡皮瓦拉山国家公园,1991,Latin America and the Caribbean,Brazil,C,,T02_ROCK_ART; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T13_SYMBOLIC_MEMORIAL,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
611,https://whc.unesco.org/en/list/611,Historic Town of Zabid,乍比得历史古城,1993,Arab States,Yemen,C,T05_SETTLEMENTS,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T09_MILITARY,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
613,https://whc.unesco.org/en/list/613,Ruins of León Viejo,莱昂•别霍遗址,2000,Latin America and the Caribbean,Nicaragua,C,,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
614,https://whc.unesco.org/en/list/614,City of Safranbolu,萨夫兰博卢城,1994,Europe and North America,Türkiye,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS; T11_CULTURAL_ROUTES; T14_MODERN,T05_SETTLEMENTS; T08_AGRI_INDUSTRIAL_TECH,4,2,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
616,https://whc.unesco.org/en/list/616,Historic Centre of Prague,布拉格历史中心,1992,Europe and North America,Czechia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T07_RELIGIOUS,,T09_MILITARY,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
617,https://whc.unesco.org/en/list/617,Historic Centre of Český Krumlov,克鲁姆洛夫历史中心,1992,Europe and North America,Czechia,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,T09_MILITARY,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
618,https://whc.unesco.org/en/list/618,Historic Town of Banská Štiavnica and the Technical Monuments in its Vicinity,历史名城班斯卡－什佳夫尼察及其工程建筑区,1993,Europe and North America,Slovakia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,T07_RELIGIOUS; T08_AGRI_INDUSTRIAL_TECH,T09_MILITARY; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,4,2,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
620,https://whc.unesco.org/en/list/620,"Levoča, Spišský Hrad and the Associated Cultural Monuments",,1993,Europe and North America,Slovakia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T09_MILITARY,T05_SETTLEMENTS,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
621,https://whc.unesco.org/en/list/621,Historic Centre of Telč,泰尔奇历史中心,1992,Europe and North America,Czechia,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,T09_MILITARY,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
622,https://whc.unesco.org/en/list/622,Vlkolínec,伏尔考林耐克,1993,Europe and North America,Slovakia,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T06_VERNACULAR,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
623,https://whc.unesco.org/en/list/623,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",上哈尔茨山的水资源管理系统,1992,Europe and North America,Germany,C,T08_AGRI_INDUSTRIAL_TECH,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
624,https://whc.unesco.org/en/list/624,Town of Bamberg,班贝格城,1993,Europe and North America,Germany,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES,,1,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
625,https://whc.unesco.org/en/list/625,Mir Castle Complex,米尔城堡群,2000,Europe and North America,Belarus,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T09_MILITARY,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
631,https://whc.unesco.org/en/list/631,"El Tajin, Pre-Hispanic City",埃尔塔津古城,1992,Latin America and the Caribbean,Mexico,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T05_SETTLEMENTS,T07_RELIGIOUS; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
632,https://whc.unesco.org/en/list/632,Cultural and Historic Ensemble of the Solovetsky Islands,索洛维茨基群岛的历史建筑群,1992,Europe and North America,Russian Federation,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
633,https://whc.unesco.org/en/list/633,White Monuments of Vladimir and Suzdal,弗拉基米尔和苏兹达尔历史遗迹,1992,Europe and North America,Russian Federation,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
634,https://whc.unesco.org/en/list/634,"Church of the Ascension, Kolomenskoye",科罗缅斯克的耶稣升天教堂,1994,Europe and North America,Russian Federation,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
635,https://whc.unesco.org/en/list/635,Bourges Cathedral,布尔日大教堂,1992,Europe and North America,France,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
642,https://whc.unesco.org/en/list/642,Prambanan Temple Compounds,普兰巴南寺庙群,1991,Asia and the Pacific,Indonesia,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
648,https://whc.unesco.org/en/list/648,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,塔瓦兰格的耶稣和巴拉那的桑蒂西莫－特立尼达耶稣会传教区,1993,Latin America and the Caribbean,Paraguay,C,,T01_ARCHAEOLOGICAL,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T07_RELIGIOUS,1,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
657,https://whc.unesco.org/en/list/657,Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,谢尔吉圣三一大修道院,1993,Europe and North America,Russian Federation,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T09_MILITARY; T12_BURIAL,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
658,https://whc.unesco.org/en/list/658,Coro and its Port,科罗及其港口,1993,Latin America and the Caribbean,Venezuela (Bolivarian Republic of),C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T06_VERNACULAR,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
659,https://whc.unesco.org/en/list/659,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,博恩河河曲考古遗址群,1993,Europe and North America,Ireland,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T12_BURIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
660,https://whc.unesco.org/en/list/660,Buddhist Monuments in the Horyu-ji Area,法隆寺地区的佛教古迹,1993,Asia and the Pacific,Japan,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
661,https://whc.unesco.org/en/list/661,Himeji-jo,姬路城,1993,Asia and the Pacific,Japan,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T06_VERNACULAR; T09_MILITARY,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
664,https://whc.unesco.org/en/list/664,Archaeological Ensemble of Mérida,梅里达考古群,1993,Europe and North America,Spain,C,,T01_ARCHAEOLOGICAL; T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,T08_AGRI_INDUSTRIAL_TECH,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
665,https://whc.unesco.org/en/list/665,Royal Monastery of Santa María de Guadalupe,瓜达卢佩的圣玛利皇家修道院,1993,Europe and North America,Spain,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T13_SYMBOLIC_MEMORIAL,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
666,https://whc.unesco.org/en/list/666,"Lumbini, the Birthplace of the Lord Buddha",佛祖诞生地兰毗尼,1997,Asia and the Pacific,Nepal,C,,T01_ARCHAEOLOGICAL; T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T13_SYMBOLIC_MEMORIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
668,https://whc.unesco.org/en/list/668,Angkor,吴哥窟,1992,Asia and the Pacific,Cambodia,C,T01_ARCHAEOLOGICAL,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T13_SYMBOLIC_MEMORIAL,4,1,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
669,https://whc.unesco.org/en/list/669,Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain,圣地亚哥康波斯特拉之路：法兰西之路和北西班牙之路,1993,Europe and North America,Spain,C,T11_CULTURAL_ROUTES,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,T12_BURIAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
670,https://whc.unesco.org/en/list/670,The Sassi and the Park of the Rupestrian Churches of Matera,马泰拉的石窟民居和石头教堂花园,1993,Europe and North America,Italy,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T06_VERNACULAR; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T01_ARCHAEOLOGICAL; T05_SETTLEMENTS; T07_RELIGIOUS,3,3,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
675,https://whc.unesco.org/en/list/675,Joya de Cerén Archaeological Site,霍亚－德赛伦考古遗址,1993,Latin America and the Caribbean,El Salvador,C,T01_ARCHAEOLOGICAL,,,1,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
676,https://whc.unesco.org/en/list/676,Historic Centre of Zacatecas,萨卡特卡斯历史中心,1993,Latin America and the Caribbean,Mexico,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T05_SETTLEMENTS; T07_RELIGIOUS,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
677,https://whc.unesco.org/en/list/677,Baroque Churches of the Philippines,菲律宾的巴洛克教堂,1993,Asia and the Pacific,Philippines,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
678,https://whc.unesco.org/en/list/678,Complex of Hué Monuments,顺化历史建筑群,1993,Asia and the Pacific,Viet Nam,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,T05_SETTLEMENTS,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
687,https://whc.unesco.org/en/list/687,Völklingen Ironworks,弗尔克林根钢铁厂,1994,Europe and North America,Germany,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T08_AGRI_INDUSTRIAL_TECH,T05_SETTLEMENTS,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
688,https://whc.unesco.org/en/list/688,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",古京都遗址（京都、宇治和大津城）,1994,Asia and the Pacific,Japan,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
690,https://whc.unesco.org/en/list/690,Pilgrimage Church of St John of Nepomuk at Zelená Hora,泽莱纳山的内波穆克圣约翰朝圣教堂,1994,Europe and North America,Czechia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
695,https://whc.unesco.org/en/list/695,Roskilde Cathedral,罗斯基勒大教堂,1995,Europe and North America,Denmark,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T12_BURIAL,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
696,https://whc.unesco.org/en/list/696,Kronborg Castle,科隆博格城堡,2000,Europe and North America,Denmark,C,T09_MILITARY,T04_HISTORIC_BUILDINGS_ENSEMBLES,T13_SYMBOLIC_MEMORIAL,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
697,https://whc.unesco.org/en/list/697,"Jelling Mounds, Runic Stones and Church",耶灵墓地、古北欧石刻和教堂,1994,Europe and North America,Denmark,C,,T07_RELIGIOUS; T12_BURIAL,T04_HISTORIC_BUILDINGS_ENSEMBLES,2,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
699,https://whc.unesco.org/en/list/699,City of Luxembourg: its Old Quarters and Fortifications,卢森堡市、要塞及老城区,1994,Europe and North America,Luxembourg,C,T09_MILITARY,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
700,https://whc.unesco.org/en/list/700,Lines and Geoglyphs of Nasca and Palpa,纳斯卡和朱马纳草原的线条图,1994,Latin America and the Caribbean,Peru,C,,T01_ARCHAEOLOGICAL,,1,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
702,https://whc.unesco.org/en/list/702,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,波波卡特佩山坡上最早的16世纪修道院,1994,Latin America and the Caribbean,Mexico,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,,,1,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
703,https://whc.unesco.org/en/list/703,"Mountain Resort and its Outlying Temples, Chengde",承德避暑山庄及其周围寺庙,1994,Asia and the Pacific,China,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,,3,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
704,https://whc.unesco.org/en/list/704,Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,曲阜孔庙、孔林和孔府,1994,Asia and the Pacific,China,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS; T12_BURIAL,T01_ARCHAEOLOGICAL; T13_SYMBOLIC_MEMORIAL,3,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
705,https://whc.unesco.org/en/list/705,Ancient Building Complex in the Wudang Mountains,武当山古建筑群,1994,Asia and the Pacific,China,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T10_CULTURAL_LANDSCAPES_PARKS_GARDENS,T07_RELIGIOUS,T01_ARCHAEOLOGICAL,3,1,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
707,https://whc.unesco.org/en/list/707,"Historic Ensemble of the Potala Palace, Lhasa",拉萨布达拉宫历史建筑群,1994,Asia and the Pacific,China,C,T04_HISTORIC_BUILDINGS_ENSEMBLES; T07_RELIGIOUS,,T10_CULTURAL_LANDSCAPES_PARKS_GARDENS; T13_SYMBOLIC_MEMORIAL,2,2,0,medium,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
708,https://whc.unesco.org/en/list/708,Historical Monuments of Mtskheta,姆茨赫塔古城,1994,Europe and North America,Georgia,C,T04_HISTORIC_BUILDINGS_ENSEMBLES,T07_RELIGIOUS,,2,0,0,low,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
709,https://whc.unesco.org/en/list/709,Upper Svaneti,上斯瓦涅季,1996,Europe and North America,Georgia,C,,T04_HISTORIC_BUILDINGS_ENSEMBLES; T05_SETTLEMENTS; T06_VERNACULAR; T09_MILITARY,,4,0,0,high,Phase 2B.5 freeze-candidate micro-patch; candidate and associative hints excluded from main diagnostics.; Phase 2B.6 statistics recomputed after user no-main-label integration.; Phase 2B.7 user-reviewed shortlist decisions applied; obvious-miss audit outputs are review-only.; Phase 2B.8b final user review integration; no Table 5 count forcing.
