property_id,property_name_en,criteria_txt,source_text,source_region,target_region,exchange_type,confidence,review_status,notes
846,Classical Weimar,(iii)(vi),"In the late 18th and early 19th centuries the small Thuringian town of Weimar witnessed a remarkable cultural flowering, attracting many writers and scholars, notably Goethe and Schiller. This development is reflected in the high quality of many of the buildings and of the parks in the surrounding area.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
847,Castle of the Teutonic Order in Malbork,(ii)(iii)(iv),"This 13th-century fortified monastery belonging to the Teutonic Order was substantially enlarged and embellished after 1309, when the seat of the Grand Master moved here from Venice. A particularly fine example of a medieval brick castle, it later fell into decay, but was meticulously restored in the 19th and early 20th centuries. Many of the conservation te",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
849,Archaeological Site of Troy,(ii)(iii)(vi),"Troy, with its 4,000 years of history, is one of the most famous archaeological sites in the world. The first excavations at the site were undertaken by the famous archaeologist Heinrich Schliemann in 1870. In scientific terms, its extensive remains are the most significant demonstration of the first contact between the civilizations of Anatolia and the Medi",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
850,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),(iii)(iv),"The Qadisha valley is one of the most important early Christian monastic settlements in the world. Its monasteries, many of which are of a great age, stand in dramatic positions in a rugged landscape. Nearby are the remains of the great forest of cedars of Lebanon, highly prized in antiquity for the construction of great religious buildings.",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
852,Historic Centre of Riga,(i)(ii),"Riga was a major centre of the Hanseatic League, deriving its prosperity in the 13th–15th centuries from the trade with central and eastern Europe. The urban fabric of its medieval centre reflects this prosperity, though most of the earliest buildings were destroyed by fire or war. Riga became an important economic centre in the 19th century, when the suburb",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
853,Early Christian Necropolis of Pécs (Sopianae),(iii)(iv),"In the 4th century, a remarkable series of decorated tombs were constructed in the cemetery of the Roman provincial town of Sopianae (modern Pécs). These are important both structurally and architecturally, since they were built as underground burial chambers with memorial chapels above the ground. The tombs are important also in artistic terms, since they a",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
855,Flemish Béguinages,(ii)(iii)(iv),"The Béguines were women who dedicated their lives to God without retiring from the world. In the 13th century they founded the béguinages , enclosed communities designed to meet their spiritual and material needs. The Flemish béguinages are architectural ensembles composed of houses, churches, ancillary buildings and green spaces, with a layout of either urb",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
856,"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",(iii)(iv),"The four hydraulic boat-lifts on this short stretch of the historic Canal du Centre are industrial monuments of the highest quality. Together with the canal itself and its associated structures, they constitute a remarkably well-preserved and complete example of a late-19th-century industrial landscape. Of the eight hydraulic boat-lifts built at the end of t",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
857,"La Grand-Place, Brussels",(ii)(iv),"La Grand-Place in Brussels is a remarkably homogeneous body of public and private buildings, dating mainly from the late 17th century. The architecture provides a vivid illustration of the level of social and cultural life of the period in this important political and commercial centre.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
860,Gardens and Castle at Kroměříž,(ii)(iv),"Kroměříž stands on the site of an earlier ford across the River Morava, at the foot of the Chriby mountain range which dominates the central part of Moravia. The gardens and castle of Kroměříž are an exceptionally complete and well-preserved example of a European Baroque princely residence and its gardens.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
861,Holašovice Historic Village,(ii)(iv),"Holašovice is an exceptionally complete and well-preserved example of a traditional central European village. It has a large number of outstanding 18th- and 19th-century vernacular buildings in a style known as 'South Bohemian folk Baroque', and preserves a ground plan dating from the Middle Ages.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
862,Historic Monuments Zone of Tlacotalpan,(ii)(iv),"Tlacotalpan, a Spanish colonial river port on the Gulf coast of Mexico, was founded in the mid-16th century. It has preserved its original urban fabric to a remarkable degree, with wide streets, colonnaded houses in a profusion of styles and colours, and many mature trees in the public open spaces and private gardens.",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
863,Historic Centre of Santa Ana de los Ríos de Cuenca,(ii)(iv)(v),"Santa Ana de los Ríos de Cuenca is set in a valley surrounded by the Andean mountains in the south of Ecuador. This inland colonial town ( entroterra ), now the country's third city, was founded in 1557 on the rigorous planning guidelines issued 30 years earlier by the Spanish king Charles V. Cuenca still observes the formal orthogonal town plan that it has ",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
867,Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),(i)(ii)(iv),The Wouda Pumping Station at Lemmer in the province of Friesland opened in 1920. It is the largest steam-pumping station ever built and is still in operation. It represents the high point of the contribution made by Netherlands engineers and architects in protecting their people and land against the natural forces of water.,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
868,Routes of Santiago de Compostela in France,(ii)(iv)(vi),"Santiago de Compostela was the supreme goal for countless thousands of pious pilgrims who converged there from all over Europe throughout the Middle Ages. To reach Spain pilgrims had to pass through France, and the group of important historical monuments included in this inscription marks out the four routes by which they did so.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
870,Historic Monuments of Ancient Nara,(ii)(iii)(iv)(vi),"Nara was the capital of Japan from 710 to 784. During this period the framework of national government was consolidated and Nara enjoyed great prosperity, emerging as the fountainhead of Japanese culture. The city's historic monuments – Buddhist temples, Shinto shrines and the excavated remains of the great Imperial Palace – provide a vivid picture of life i",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
871,Naval Port of Karlskrona,(ii)(iv),"Karlskrona is an outstanding example of a late-17th-century European planned naval city. The original plan and many of the buildings have survived intact, along with installations that illustrate its subsequent development up to the present day.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
872,Historic Site of Lyon,(ii)(iv),"The long history of Lyon, which was founded by the Romans in the 1st century B.C. as the capital of the Three Gauls and has continued to play a major role in Europe's political, cultural and economic development ever since, is vividly illustrated by its urban fabric and the many fine historic buildings from all periods.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
873,"Provins, Town of Medieval Fairs",(ii)(iv),"The fortified medieval town of Provins is situated in the former territory of the powerful Counts of Champagne. It bears witness to early developments in the organization of international trading fairs and the wool industry. The urban structure of Provins, which was built specifically to host the fairs and related activities, has been well preserved.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
874,Rock Art of the Mediterranean Basin on the Iberian Peninsula,(iii),The late prehistoric rock-art sites of the Mediterranean seaboard of the Iberian peninsula form an exceptionally large group. Here the way of life during a critical phase of human development is vividly and graphically depicted in paintings whose style and subject matter are unique.,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
875,Archaeological Ensemble of Tarraco,(ii)(iii),"Tarraco (modern-day Tarragona) was a major administrative and mercantile city in Roman Spain and the centre of the Imperial cult for all the Iberian provinces. It was endowed with many fine buildings, and parts of these have been revealed in a series of exceptional excavations. Although most of the remains are fragmentary, many preserved beneath more recent ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
876,University and Historic Precinct of Alcalá de Henares,(ii)(iv)(vi),"Founded by Cardinal Jiménez de Cisneros in the early 16th century, Alcalá de Henares was the world's first planned university city. It was the original model for the Civitas Dei (City of God), the ideal urban community which Spanish missionaries brought to the Americas. It also served as a model for universities in Europe and elsewhere.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
880,"Summer Palace, an Imperial Garden in Beijing",(i)(ii)(iii),"The Summer Palace in Beijing – first built in 1750, largely destroyed in the war of 1860 and restored on its original foundations in 1886 – is a masterpiece of Chinese landscape garden design. The natural landscape of hills and open water is combined with artificial features such as pavilions, halls, palaces, temples and bridges to form a harmonious ensemble",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
881,Temple of Heaven: an Imperial Sacrificial Altar in Beijing,(i)(ii)(iii),"The Temple of Heaven, founded in the first half of the 15th century, is a dignified complex of fine cult buildings set in gardens and surrounded by historic pine woods. In its overall layout and that of its individual buildings, it symbolizes the relationship between earth and heaven – the human world and God's world – which stands at the heart of Chinese co",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
883,Fuerte de Samaipata,(ii)(iii),"The archaeological site of Samaipata consists of two parts: the hill with its many carvings, believed to have been the ceremonial centre of the old town (14th–16th centuries), and the area to the south of the hill, which formed the administrative and residential district. The huge sculptured rock, dominating the town below, is a unique testimony to pre-Hispa",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
885,Historic Centre of Shakhrisyabz,(iii)(iv),"The historic centre of Shakhrisyabz contains a collection of exceptional monuments and ancient quarters which bear witness to the city's secular development, and particularly to the period of its apogee, under the rule of Amir Temur and the Temurids, in the 15th-16th century.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
886,State Historical and Cultural Park “Ancient Merv”,(ii)(iii),"Merv is the oldest and best-preserved of the oasis-cities along the Silk Route in Central Asia. The remains in this vast oasis span 4,000 years of human history. A number of monuments are still visible, particularly from the last two millennia.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
890,Historic Centre of the Town of Diamantina,(ii)(iv),"Diamantina, a colonial village set like a jewel in a necklace of inhospitable rocky mountains, recalls the exploits of diamond prospectors in the 18th century and testifies to the triumph of human cultural and artistic endeavour over the environment.",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
895,Historic Fortified Town of Campeche,(ii)(iv),"Campeche is a typical example of a harbour town from the Spanish colonial period in the New World. The historic centre has kept its outer walls and system of fortifications, designed to defend this Caribbean port against attacks from the sea.",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
896,"Museumsinsel (Museum Island), Berlin",(ii)(iv),"The museum as a social phenomenon owes its origins to the Age of Enlightenment in the 18th century. The five museums on the Museumsinsel in Berlin, built between 1824 and 1930, are the realization of a visionary project and show the evolution of approaches to museum design over the course of the 20th century. Each museum was designed so as to establish an or",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
897,Wartburg Castle,(iii)(vi),"Wartburg Castle blends superbly into its forest surroundings and is in many ways 'the ideal castle'. Although it has retained some original sections from the feudal period, the form it acquired during the 19th-century reconstitution gives a good idea of what this fortress might have been at the height of its military and seigneurial power. It was during his ",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
899,Droogmakerij de Beemster (Beemster Polder),(i)(ii)(iv),"The Beemster Polder, dating from the early 17th century, is is an exceptional example of reclaimed land in the Netherlands. It has preserved intact its well-ordered landscape of fields, roads, canals, dykes and settlements, laid out in accordance with classical and Renaissance planning principles.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
901,Litomyšl Castle,(ii)(iv),"Litomyšl Castle was originally a Renaissance arcade-castle of the type first developed in Italy and then adopted and greatly developed in central Europe in the 16th century. Its design and decoration are particularly fine, including the later High-Baroque features added in the 18th century. It preserves intact the range of ancillary buildings associated with",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
902,Historic Centre of Sighişoara,(iii)(v),"Founded by German craftsmen and merchants known as the Saxons of Transylvania, Sighişoara is a fine example of a small, fortified medieval town which played an important strategic and commercial role on the fringes of central Europe for several centuries.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
905,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,(ii)(iv),Kalwaria Zebrzydowska is a breathtaking cultural landscape of great spiritual significance. Its natural setting – in which a series of symbolic places of worship relating to the Passion of Jesus Christ and the life of the Virgin Mary was laid out at the beginning of the 17th century – has remained virtually unchanged. It is still today a place of pilgrimage.,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
906,Dacian Fortresses of the Orastie Mountains,(ii)(iii)(iv),"Built in the 1st centuries B.C. and A.D. under Dacian rule, these fortresses show an unusual fusion of military and religious architectural techniques and concepts from the classical world and the late European Iron Age. The six defensive works, the nucleus of the Dacian Kingdom, were conquered by the Romans at the beginning of the 2nd century A.D.; their ex",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
907,Villa Adriana (Tivoli),(i)(ii)(iii),"The Villa Adriana (at Tivoli, near Rome) is an exceptional complex of classical buildings created in the 2nd century A.D. by the Roman emperor Hadrian. It combines the best elements of the architectural heritage of Egypt, Greece and Rome in the form of an 'ideal city'.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
910,Brimstone Hill Fortress National Park,(iii)(iv),"Brimstone Hill Fortress National Park is an outstanding, well-preserved example of 17th- and 18th-century military architecture in a Caribbean context. Designed by the British and built by African slave labour, the fortress is testimony to European colonial expansion, the African slave trade and the emergence of new societies in the Caribbean.",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
912,Dazu Rock Carvings,(i)(ii)(iii),"The steep hillsides of the Dazu area contain an exceptional series of rock carvings dating from the 9th to the 13th century. They are remarkable for their aesthetic quality, their rich diversity of subject matter, both secular and religious, and the light that they shed on everyday life in China during this period. They provide outstanding evidence of the ha",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
915,Fossil Hominid Sites of South Africa,(iii)(vi),"The Taung Skull Fossil Site, part of the extension to the site inscribed in 1999, is the place where in 1924 the celebrated Taung Skull – a specimen of the species Australopithecus africanus – was found. Makapan Valley, also in the site, features in its many archaeological caves traces of human occupation and evolution dating back some 3.3 million years. The",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
916,Robben Island,(iii)(vi),"Robben Island was used at various times between the 17th and 20th centuries as a prison, a hospital for socially unacceptable groups and a military base. Its buildings, particularly those of the late 20th century such as the maximum security prison for political prisoners, witness the triumph of democracy and freedom over oppression and racism.",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
925,Rock Shelters of Bhimbetka,(iii)(v),"The Rock Shelters of Bhimbetka are in the foothills of the Vindhyan Mountains on the southern edge of the central Indian plateau. Within massive sandstone outcrops, above comparatively dense forest, are five clusters of natural rock shelters, displaying paintings that appear to date from the Mesolithic Period right through to the historical period. The cultu",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
929,San Cristóbal de La Laguna,(ii)(iv),"San Cristóbal de La Laguna, in the Canary Islands, has two nuclei: the original, unplanned Upper Town; and the Lower Town, the first ideal 'city-territory' laid out according to philosophical principles. Its wide streets and open spaces have a number of fine churches and public and private buildings dating from the 16th to the 18th century.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
930,Palmeral of Elche,(ii)(v),"The Palmeral of Elche, a landscape of groves of date palms, was formally laid out, with elaborate irrigation systems, at the time the Muslim city of Elche was erected, towards the end of the tenth century A.C., when much of the Iberian peninsula was Arab. The Palmeral is an oasis, a system for agrarian production in arid areas. It is also a unique example of",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
932,Jurisdiction of Saint-Emilion,(iii)(iv),"Viticulture was introduced to this fertile region of Aquitaine by the Romans, and intensified in the Middle Ages. The Saint-Emilion area benefited from its location on the pilgrimage route to Santiago de Compostela and many churches, monasteries and hospices were built there from the 11th century onwards. It was granted the special status of a 'jurisdiction'",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
936,"Cueva de las Manos, Río Pinturas",(iii),"The Cueva de las Manos, Río Pinturas, contains an exceptional assemblage of cave art, executed between 13,000 and 9,500 years ago. It takes its name (Cave of the Hands) from the stencilled outlines of human hands in the cave, but there are also many depictions of animals, such as guanacos ( Lama guanicoe ), still commonly found in the region, as well as hunt",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
938,Sukur Cultural Landscape,(iii)(v)(vi),"The Sukur Cultural Landscape, with the Palace of the Hidi (Chief) on a hill dominating the villages below, the terraced fields and their sacred symbols, and the extensive remains of a former flourishing iron industry, is a remarkably intact physical expression of a society and its spiritual and material culture.",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
939,Archaeological Monuments Zone of Xochicalco,(iii)(iv),"Xochicalco is an exceptionally well-preserved example of a fortified political, religious and commercial centre from the troubled period of 650–900 that followed the break-up of the great Mesoamerican states such as Teotihuacan, Monte Albán, Palenque and Tikal.",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
940,Historic Inner City of Paramaribo,(ii)(iv),Paramaribo is a former Dutch colonial town from the 17th and 18th centuries planted on the northern coast of tropical South America. The original and highly characteristic street plan of the historic centre remains intact. Its buildings illustrate the gradual fusion of Dutch architectural influence with traditional local techniques and materials.,Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
941,Archaeological Sites of Mycenae and Tiryns,(i)(ii)(iii)(iv)(vi),"The archaeological sites of Mycenae and Tiryns are the imposing ruins of the two greatest cities of the Mycenaean civilization, which dominated the eastern Mediterranean world from the 15th to the 12th century B.C. and played a vital role in the development of classical Greek culture. These two cities are indissolubly linked to the Homeric epics, the Iliad a",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
942,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,(iii)(iv)(vi),The small island of Pátmos in the Dodecanese is reputed to be where St John the Theologian wrote both his Gospel and the Apocalypse. A monastery dedicated to the ‘beloved disciple’ was founded there in the late 10th century and it has been a place of pilgrimage and Greek Orthodox learning ever since. The fine monastic complex dominates the island. The old se,Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
943,Belfries of Belgium and France,(ii)(iv),"Twenty-three belfries in the north of France and the belfry of Gembloux in Belgium were inscribed in 2005, as an extension to the 32 Belgian belfries inscribed in 1999 as Belfries of Flanders and Wallonia. Built between the 11th and 17th centuries, they showcase the Roman, Gothic, Renaissance and Baroque styles of architecture. They are highly significant to",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
945,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),(ii)(iv),"The Chhatrapati Shivaji Terminus, formerly known as Victoria Terminus Station, in Mumbai, is an outstanding example of Victorian Gothic Revival architecture in India, blended with themes deriving from Indian traditional architecture. The building, designed by the British architect F. W. Stevens, became the symbol of Bombay as the ‘Gothic City’ and the major ",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
948,Hoi An Ancient Town,(ii)(v),"Hoi An Ancient Town is an exceptionally well-preserved example of a South-East Asian trading port dating from the 15th to the 19th century. Its buildings and its street plan reflect the influences, both indigenous and foreign, that have combined to produce this unique heritage site.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
949,My Son Sanctuary,(ii)(iii),Between the 4th and 13th centuries a unique culture which owed its spiritual origins to Indian Hinduism developed on the coast of contemporary Viet Nam. This is graphically illustrated by the remains of a series of impressive tower-temples located in a dramatic site that was the religious and political capital of the Champa Kingdom for most of its existence.,Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
950,Royal Hill of Ambohimanga,(iii)(iv)(vi),"The Royal Hill of Ambohimanga consists of a royal city and burial site, and an ensemble of sacred places. It is associated with strong feelings of national identity, and has maintained its spiritual and sacred character both in ritual practice and the popular imagination for the past 500 years. It remains a place of worship to which pilgrims come from Madaga",Africa,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
954,Saint Catherine Area,(i)(iii)(iv)(vi),"The Orthodox Monastery of St Catherine stands at the foot of Mount Horeb where, the Old Testament records, Moses received the Tablets of the Law. The mountain is known and revered by Muslims as Jebel Musa. The entire area is sacred to three world religions: Christianity, Islam, and Judaism. The Monastery, founded in the 6th century, is the oldest Christian m",Arab States,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
959,Historic Quarter of the Seaport City of Valparaíso,(iii),"The colonial city of Valparaíso presents an excellent example of late 19th-century urban and architectural development in Latin America. In its natural amphitheatre-like setting, the city is characterized by a vernacular urban fabric adapted to the hillsides that are dotted with a great variety of church spires. It contrasts with the geometrical layout utili",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
960,Monastery of Geghard and the Upper Azat Valley,(ii),"The monastery of Geghard contains a number of churches and tombs, most of them cut into the rock, which illustrate the very peak of Armenian medieval architecture. The complex of medieval buildings is set into a landscape of great natural beauty, surrounded by towering cliffs at the entrance to the Azat Valley.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
963,The Cathedral of St James in Šibenik,(i)(ii)(iv),"The Cathedral of St James in Šibenik (1431-1535), on the Dalmatian coast, bears witness to the considerable exchanges in the field of monumental arts between Northern Italy, Dalmatia and Tuscany in the 15th and 16th centuries. The three architects who succeeded one another in the construction of the Cathedral - Francesco di Giacomo, Georgius Mathei Dalmaticu",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
965,Rietveld Schröderhuis (Rietveld Schröder House),(i)(ii),"The Rietveld Schröder House in Utrecht was commissioned by Ms Truus Schröder-Schräder, designed by the architect Gerrit Thomas Rietveld, and built in 1924. This small family house, with its interior, the flexible spatial arrangement, and the visual and formal qualities, was a manifesto of the ideals of the De Stijl group of artists and architects in the Neth",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
972,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,(ii)(iii)(vi),"Five hundred years of Ryukyuan history (12th-17th century) are represented by this group of sites and monuments. The ruins of the castles, on imposing elevated sites, are evidence for the social structure over much of that period, while the sacred sites provide mute testimony to the rare survival of an ancient form of religion into the modern age. The wide- ",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
973,Bardejov Town Conservation Reserve,(iii)(iv),"Bardejov is a small but exceptionally complete and well-preserved example of a fortified medieval town, which typifies the urbanisation in this region. Among other remarkable features, it also contains a small Jewish quarter around a fine 18th-century synagogue.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
974,Monastic Island of Reichenau,(iii)(iv)(vi),"The island of Reichenau on Lake Constance preserves the traces of the Benedictine monastery, founded in 724, which exercised remarkable spiritual, intellectual and artistic influence. The churches of St Mary and Marcus, St Peter and St Paul, and St George, mainly built between the 9th and 11th centuries, provide a panorama of early medieval monastic architec",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
975,Zollverein Coal Mine Industrial Complex in Essen,(ii)(iii),"The Zollverein industrial complex in Land Nordrhein-Westfalen consists of the complete infrastructure of a historical coal-mining site, with some 20th-century buildings of outstanding architectural merit. It constitutes remarkable material evidence of the evolution and decline of an essential industry over the past 150 years.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
976,Gyeongju Historic Areas,(ii)(iii),"The Gyeongju Historic Areas contain a remarkable concentration of outstanding examples of Korean Buddhist art, in the form of sculptures, reliefs, pagodas, and the remains of temples and palaces from the flowering, in particular between the 7th and 10th centuries, of this form of unique artistic expression.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
977,"Gochang, Hwasun and Ganghwa Dolmen Sites",(iii),"The prehistoric cemeteries at Gochang, Hwasun, and Ganghwa contain many hundreds of examples of dolmens - tombs from the 1st millennium BC constructed of large stone slabs. They form part of the Megalithic culture, found in many parts of the world, but nowhere in such a concentrated form.",Asia and the Pacific,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
980,Historic and Architectural Complex of the Kazan Kremlin,(ii)(iii)(iv),"Built on an ancient site, the Kazan Kremlin dates from the Muslim period of the Golden Horde and the Kazan Khanate. It was conquered by Ivan the Terrible in 1552 and became the Christian See of the Volga Land. The only surviving Tatar fortress in Russia and an important place of pilgrimage, the Kazan Kremlin consists of an outstanding group of historic build",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
984,Blaenavon Industrial Landscape,(iii)(iv),"The area around Blaenavon is evidence of the pre-eminence of South Wales as the world's major producer of iron and coal in the 19th century. All the necessary elements can still be seen - coal and ore mines, quarries, a primitive railway system, furnaces, workers' homes, and the social infrastructure of their community.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
988,Catalan Romanesque Churches of the Vall de Boí,(ii)(iv),"The narrow Vall de Boí is situated in the high Pyrénées, in the Alta Ribagorça region and is surrounded by steep mountains. Each village in the valley contains a Romanesque church, and is surrounded by a pattern of enclosed fields. There are extensive seasonally-used grazing lands on the higher slopes.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
989,Archaeological Site of Atapuerca,(iii)(v),"The caves of the Sierra de Atapuerca contain a rich fossil record of the earliest human beings in Europe, from nearly one million years ago and extending up to the Common Era. They represent an exceptional reserve of data, the scientific study of which provides priceless information about the appearance and the way of life of these remote human ancestors.",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
990,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",(i)(ii)(iii)(iv)(vi),"Assisi, a medieval city built on a hill, is the birthplace of Saint Francis, closely associated with the work of the Franciscan Order. Its medieval art masterpieces, such as the Basilica of San Francesco and paintings by Cimabue, Pietro Lorenzetti, Simone Martini and Giotto, have made Assisi a fundamental reference point for the development of Italian and Eu",Europe and North America,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
993,Historic Centre of the Town of Goiás,(ii)(iv),"Goiás testifies to the occupation and colonization of the lands of central Brazil in the 18th and 19th centuries. The urban layout is an example of the organic development of a mining town, adapted to the conditions of the site. Although modest, both public and private architecture form a harmonious whole, thanks to the coherent use of local materials and ve",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
995,Jesuit Block and Estancias of Córdoba,(ii)(iv),"The Jesuit Block in Córdoba, heart of the former Jesuit Province of Paraguay, contains the core buildings of the Jesuit system: the university, the church and residence of the Society of Jesus, and the college. Along with the five estancias, or farming estates, they contain religious and secular buildings, which illustrate the unique religious, social, and e",Latin America and the Caribbean,,,low,needs_human_review,Candidate generated from criterion ii presence only; exchange direction/type requires human review.
